equipo_h,equipo_a,elo_h,elo_a,lambda_h,lambda_a,p_victoria_h,p_empate,p_victoria_a,marcador_mp,prob_mp
Brazil,Morocco,1984,1822,1.486,1.103,45.9,25.9,28.1,1-1,12.31
Brazil,Netherlands,1984,1961,1.308,1.253,37.9,26.6,35.4,1-1,12.66
Brazil,New Zealand,1984,1585,1.848,0.887,59.7,22.4,17.6,1-0,11.99
Brazil,Norway,1984,1912,1.368,1.198,40.7,26.5,32.7,1-1,12.59
Brazil,Panama,1984,1737,1.607,1.02,50.9,24.9,24.0,1-1,11.85
Brazil,Paraguay,1984,1833,1.471,1.114,45.3,26.0,28.7,1-1,12.35
Brazil,Portugal,1984,1984,1.28,1.28,36.6,26.6,36.6,1-1,12.66
Brazil,Qatar,1984,1425,2.141,0.765,68.4,18.8,12.1,2-0,12.53
Brazil,Saudi Arabia,1984,1568,1.877,0.873,60.7,22.0,17.0,1-0,12.0
Brazil,Scotland,1984,1767,1.563,1.049,49.1,25.3,25.4,1-1,12.03
Brazil,Senegal,1984,1878,1.411,1.161,42.7,26.3,31.0,1-1,12.51
Brazil,South Africa,1984,1524,1.955,0.838,63.1,21.1,15.4,1-0,11.97
Brazil,South Korea,1984,1752,1.585,1.034,50.0,25.1,24.7,1-1,11.94
Brazil,Spain,1984,2165,1.084,1.512,27.2,25.7,47.0,1-1,12.22
Brazil,Sweden,1984,1719,1.634,1.003,52.0,24.7,23.2,1-1,11.73
Brazil,Switzerland,1984,1889,1.397,1.173,42.0,26.4,31.5,1-1,12.54
Brazil,Tunisia,1984,1636,1.763,0.929,56.8,23.3,19.6,1-0,11.94
Brazil,Turkey,1984,1902,1.381,1.187,41.3,26.4,32.2,1-1,12.57
Brazil,United States,1984,1721,1.631,1.005,51.8,24.7,23.3,1-1,11.75
Brazil,Uruguay,1984,1892,1.393,1.176,41.8,26.4,31.7,1-1,12.55
Brazil,Uzbekistan,1984,1727,1.622,1.011,51.5,24.8,23.6,1-1,11.79
Canada,Algeria,1784,1743,1.329,1.233,38.9,26.6,34.4,1-1,12.64
Canada,Argentina,1784,2113,0.946,1.733,20.4,23.7,55.7,0-1,11.9
Canada,Australia,1784,1783,1.281,1.279,36.7,26.6,36.6,1-1,12.66
Canada,Austria,1784,1827,1.231,1.332,34.3,26.6,39.1,1-1,12.64
Canada,Belgium,1784,1867,1.186,1.382,32.2,26.4,41.3,1-1,12.57
Canada,Bosnia and Herzegovina,1784,1594,1.525,1.075,47.5,25.6,26.7,1-1,12.18
Canada,Brazil,1784,1984,1.065,1.539,26.3,25.5,48.1,1-1,12.13
Canada,Cape Verde,1784,1549,1.589,1.031,50.2,25.1,24.6,1-1,11.93
Canada,Colombia,1784,1975,1.074,1.526,26.7,25.6,47.6,1-1,12.17
Canada,Croatia,1784,1930,1.119,1.464,28.9,26.0,45.0,1-1,12.37
Canada,Curaçao,1784,1436,1.763,0.929,56.8,23.3,19.6,1-0,11.94
Canada,Czech Republic,1784,1726,1.35,1.214,39.9,26.5,33.5,1-1,12.62
Canada,DR Congo,1784,1655,1.442,1.137,44.0,26.2,29.8,1-1,12.44
Canada,Ecuador,1784,1933,1.116,1.468,28.8,26.0,45.1,1-1,12.36
Canada,Egypt,1784,1689,1.397,1.173,42.0,26.4,31.5,1-1,12.54
Canada,England,1784,2020,1.03,1.591,24.6,25.1,50.2,1-1,11.92
Canada,France,1784,2081,0.974,1.683,21.8,24.2,53.8,0-1,11.81
Canada,Germany,1784,1923,1.127,1.455,29.3,26.1,44.6,1-1,12.4
Canada,Ghana,1784,1503,1.658,0.989,52.9,24.4,22.5,1-0,11.75
Canada,Haiti,1784,1532,1.614,1.015,51.2,24.9,23.8,1-1,11.82
Canada,Iran,1784,1760,1.309,1.252,38.0,26.6,35.3,1-1,12.66
Canada,Iraq,1784,1607,1.507,1.088,46.8,25.7,27.4,1-1,12.24
Canada,Ivory Coast,1784,1676,1.414,1.159,42.8,26.3,30.9,1-1,12.51
Canada,Japan,1784,1904,1.146,1.43,30.2,26.2,43.5,1-1,12.47
Canada,Jordan,1784,1690,1.396,1.174,42.0,26.4,31.6,1-1,12.54
Canada,Mexico,1784,1860,1.194,1.373,32.5,26.5,40.9,1-1,12.59
Canada,Morocco,1784,1822,1.236,1.326,34.6,26.6,38.8,1-1,12.64
Canada,Netherlands,1784,1961,1.088,1.507,27.4,25.7,46.8,1-1,12.24
Canada,New Zealand,1784,1585,1.537,1.066,48.1,25.5,26.3,1-1,12.13
Canada,Norway,1784,1912,1.138,1.44,29.8,26.2,43.9,1-1,12.44
Canada,Panama,1784,1737,1.337,1.226,39.3,26.6,34.1,1-1,12.63
Canada,Paraguay,1784,1833,1.224,1.339,34.0,26.6,39.4,1-1,12.63
Canada,Portugal,1784,1984,1.065,1.539,26.3,25.5,48.1,1-1,12.13
Canada,Qatar,1784,1425,1.781,0.92,57.4,23.1,19.2,1-0,11.95
Canada,Saudi Arabia,1784,1568,1.562,1.05,49.1,25.3,25.5,1-1,12.04
Canada,Scotland,1784,1767,1.3,1.26,37.6,26.6,35.7,1-1,12.66
Canada,Senegal,1784,1878,1.174,1.396,31.6,26.4,42.0,1-1,12.54
Canada,South Africa,1784,1524,1.626,1.008,51.7,24.7,23.4,1-1,11.77
Canada,South Korea,1784,1752,1.318,1.243,38.4,26.6,34.9,1-1,12.65
Canada,Spain,1784,2165,0.902,1.818,18.3,22.7,58.7,0-1,11.98
Canada,Sweden,1784,1719,1.359,1.206,40.3,26.5,33.1,1-1,12.61
Canada,Switzerland,1784,1889,1.162,1.41,31.0,26.3,42.6,1-1,12.51
Canada,Tunisia,1784,1636,1.467,1.117,45.1,26.0,28.8,1-1,12.37
Canada,Turkey,1784,1902,1.149,1.427,30.3,26.2,43.3,1-1,12.47
Canada,United States,1784,1721,1.357,1.208,40.2,26.5,33.2,1-1,12.61
Canada,Uruguay,1784,1892,1.159,1.414,30.9,26.3,42.8,1-1,12.51
Canada,Uzbekistan,1784,1727,1.349,1.215,39.8,26.5,33.5,1-1,12.62
Cape Verde,Algeria,1549,1743,1.071,1.53,26.5,25.6,47.8,1-1,12.16
Cape Verde,Argentina,1549,2113,0.762,2.151,11.9,18.7,68.7,0-2,12.56
Cape Verde,Australia,1549,1783,1.032,1.588,24.6,25.1,50.1,1-1,11.93
Cape Verde,Austria,1549,1827,0.991,1.653,22.6,24.5,52.7,0-1,11.74
Cape Verde,Belgium,1549,1867,0.956,1.715,20.9,23.8,55.1,0-1,11.87
Cape Verde,Bosnia and Herzegovina,1549,1594,1.228,1.334,34.2,26.6,39.2,1-1,12.64
Cape Verde,Brazil,1549,1984,0.858,1.91,16.3,21.6,61.8,0-1,11.99
Cape Verde,Canada,1549,1784,1.031,1.589,24.6,25.1,50.2,1-1,11.93
Cape Verde,Colombia,1549,1975,0.865,1.895,16.6,21.8,61.3,0-1,11.99
Cape Verde,Croatia,1549,1930,0.902,1.818,18.3,22.7,58.7,0-1,11.98
Cape Verde,Curaçao,1549,1436,1.42,1.154,43.1,26.3,30.6,1-1,12.49
Cape Verde,Czech Republic,1549,1726,1.088,1.507,27.4,25.7,46.8,1-1,12.24
Cape Verde,DR Congo,1549,1655,1.161,1.411,31.0,26.3,42.7,1-1,12.51
Cape Verde,Ecuador,1549,1933,0.899,1.823,18.2,22.7,58.9,0-1,11.98
Cape Verde,Egypt,1549,1689,1.126,1.456,29.2,26.1,44.6,1-1,12.4
Cape Verde,England,1549,2020,0.83,1.975,15.0,20.9,63.7,0-1,11.95
Cape Verde,France,1549,2081,0.785,2.089,12.9,19.5,67.0,0-2,12.33
Cape Verde,Germany,1549,1923,0.908,1.806,18.6,22.8,58.3,0-1,11.97
Cape Verde,Ghana,1549,1503,1.336,1.227,39.2,26.6,34.1,1-1,12.64
Cape Verde,Haiti,1549,1532,1.3,1.26,37.6,26.6,35.7,1-1,12.66
Cape Verde,Iran,1549,1760,1.054,1.555,25.7,25.4,48.8,1-1,12.07
Cape Verde,Iraq,1549,1607,1.214,1.35,33.5,26.5,39.9,1-1,12.62
Cape Verde,Ivory Coast,1549,1676,1.139,1.439,29.9,26.2,43.9,1-1,12.44
Cape Verde,Japan,1549,1904,0.924,1.775,19.4,23.2,57.2,0-1,11.95
Cape Verde,Jordan,1549,1690,1.124,1.458,29.2,26.1,44.7,1-1,12.39
Cape Verde,Mexico,1549,1860,0.962,1.704,21.2,24.0,54.6,0-1,11.85
Cape Verde,Morocco,1549,1822,0.996,1.646,22.9,24.6,52.4,0-1,11.72
Cape Verde,Netherlands,1549,1961,0.876,1.87,17.1,22.1,60.5,0-1,12.0
Cape Verde,New Zealand,1549,1585,1.239,1.323,34.7,26.6,38.7,1-1,12.65
Cape Verde,Norway,1549,1912,0.917,1.788,19.0,23.1,57.7,0-1,11.96
Cape Verde,Panama,1549,1737,1.077,1.522,26.8,25.6,47.4,1-1,12.19
Cape Verde,Paraguay,1549,1833,0.986,1.663,22.4,24.4,53.1,0-1,11.76
Cape Verde,Portugal,1549,1984,0.858,1.91,16.3,21.6,61.8,0-1,11.99
Cape Verde,Qatar,1549,1425,1.435,1.142,43.7,26.2,30.0,1-1,12.45
Cape Verde,Saudi Arabia,1549,1568,1.258,1.303,35.6,26.6,37.7,1-1,12.66
Cape Verde,Scotland,1549,1767,1.048,1.565,25.4,25.3,49.2,1-1,12.03
Cape Verde,Senegal,1549,1878,0.946,1.733,20.4,23.7,55.7,0-1,11.9
Cape Verde,South Africa,1549,1524,1.31,1.251,38.0,26.6,35.3,1-1,12.66
Cape Verde,South Korea,1549,1752,1.062,1.543,26.1,25.5,48.3,1-1,12.11
Cape Verde,Spain,1549,2165,0.726,2.256,10.4,17.5,71.2,0-2,12.89
Cape Verde,Sweden,1549,1719,1.095,1.497,27.7,25.8,46.4,1-1,12.27
Cape Verde,Switzerland,1549,1889,0.936,1.75,20.0,23.5,56.3,0-1,11.92
Cape Verde,Tunisia,1549,1636,1.182,1.387,31.9,26.4,41.6,1-1,12.56
Cape Verde,Turkey,1549,1902,0.925,1.771,19.4,23.2,57.1,0-1,11.94
Cape Verde,United States,1549,1721,1.093,1.5,27.6,25.8,46.5,1-1,12.26
Cape Verde,Uruguay,1549,1892,0.934,1.755,19.8,23.4,56.5,0-1,11.93
Cape Verde,Uzbekistan,1549,1727,1.087,1.508,27.3,25.7,46.8,1-1,12.24
Colombia,Algeria,1975,1743,1.585,1.034,50.0,25.1,24.7,1-1,11.94
Colombia,Argentina,1975,2113,1.128,1.454,29.3,26.1,44.5,1-1,12.41
Colombia,Australia,1975,1783,1.528,1.073,47.7,25.6,26.6,1-1,12.17
Colombia,Austria,1975,1827,1.467,1.117,45.1,26.0,28.8,1-1,12.37
Colombia,Belgium,1975,1867,1.414,1.159,42.8,26.3,30.9,1-1,12.51
Colombia,Bosnia and Herzegovina,1975,1594,1.818,0.902,58.7,22.7,18.3,1-0,11.98
Colombia,Brazil,1975,1984,1.27,1.291,36.2,26.6,37.1,1-1,12.66
Colombia,Canada,1975,1784,1.526,1.074,47.6,25.6,26.7,1-1,12.17
Colombia,Cape Verde,1975,1549,1.895,0.865,61.3,21.8,16.6,1-0,11.99
Colombia,Croatia,1975,1930,1.334,1.228,39.2,26.6,34.2,1-1,12.64
Colombia,Curaçao,1975,1436,2.102,0.78,67.4,19.3,12.7,2-0,12.38
Colombia,Czech Republic,1975,1726,1.61,1.018,51.0,24.9,23.9,1-1,11.84
Colombia,DR Congo,1975,1655,1.718,0.954,55.2,23.8,20.8,1-0,11.87
Colombia,Ecuador,1975,1933,1.331,1.232,39.0,26.6,34.3,1-1,12.64
Colombia,Egypt,1975,1689,1.666,0.984,53.2,24.4,22.3,1-0,11.77
Colombia,England,1975,2020,1.228,1.334,34.2,26.6,39.2,1-1,12.64
Colombia,France,1975,2081,1.161,1.411,31.0,26.3,42.7,1-1,12.51
Colombia,Germany,1975,1923,1.343,1.22,39.6,26.6,33.8,1-1,12.63
Colombia,Ghana,1975,1503,1.976,0.829,63.8,20.8,14.9,1-0,11.95
Colombia,Haiti,1975,1532,1.924,0.852,62.2,21.5,16.0,1-0,11.99
Colombia,Iran,1975,1760,1.56,1.05,49.0,25.3,25.5,1-1,12.04
Colombia,Iraq,1975,1607,1.796,0.913,58.0,23.0,18.8,1-0,11.97
Colombia,Ivory Coast,1975,1676,1.686,0.972,53.9,24.2,21.7,1-0,11.81
Colombia,Japan,1975,1904,1.367,1.199,40.6,26.5,32.8,1-1,12.6
Colombia,Jordan,1975,1690,1.664,0.985,53.1,24.4,22.3,1-0,11.77
Colombia,Mexico,1975,1860,1.423,1.152,43.2,26.2,30.5,1-1,12.48
Colombia,Morocco,1975,1822,1.474,1.112,45.4,26.0,28.6,1-1,12.35
Colombia,Netherlands,1975,1961,1.297,1.264,37.4,26.6,35.9,1-1,12.66
Colombia,New Zealand,1975,1585,1.833,0.894,59.2,22.5,18.0,1-0,11.99
Colombia,Norway,1975,1912,1.357,1.208,40.2,26.5,33.2,1-1,12.61
Colombia,Panama,1975,1737,1.594,1.028,50.4,25.0,24.5,1-1,11.91
Colombia,Paraguay,1975,1833,1.459,1.123,44.7,26.1,29.1,1-1,12.39
Colombia,Portugal,1975,1984,1.27,1.291,36.2,26.6,37.1,1-1,12.66
Colombia,Qatar,1975,1425,2.123,0.772,68.0,19.1,12.4,2-0,12.46
Colombia,Saudi Arabia,1975,1568,1.862,0.88,60.2,22.2,17.3,1-0,12.0
Colombia,Scotland,1975,1767,1.55,1.057,48.6,25.4,25.9,1-1,12.08
Colombia,Senegal,1975,1878,1.4,1.171,42.1,26.4,31.4,1-1,12.54
Colombia,South Africa,1975,1524,1.939,0.845,62.6,21.3,15.7,1-0,11.98
Colombia,South Korea,1975,1752,1.572,1.043,49.5,25.2,25.2,1-1,12.0
Colombia,Spain,1975,2165,1.075,1.525,26.7,25.6,47.5,1-1,12.18
Colombia,Sweden,1975,1719,1.62,1.012,51.4,24.8,23.6,1-1,11.79
Colombia,Switzerland,1975,1889,1.386,1.183,41.5,26.4,32.0,1-1,12.56
Colombia,Tunisia,1975,1636,1.749,0.937,56.3,23.5,20.0,1-0,11.92
Colombia,Turkey,1975,1902,1.369,1.197,40.8,26.5,32.7,1-1,12.59
Colombia,United States,1975,1721,1.617,1.013,51.3,24.8,23.7,1-1,11.81
Colombia,Uruguay,1975,1892,1.382,1.186,41.3,26.4,32.2,1-1,12.57
Colombia,Uzbekistan,1975,1727,1.608,1.019,51.0,24.9,24.0,1-1,11.84
Croatia,Algeria,1930,1743,1.521,1.078,47.4,25.6,26.9,1-1,12.19
Croatia,Argentina,1930,2113,1.082,1.515,27.1,25.7,47.1,1-1,12.21
Croatia,Australia,1930,1783,1.466,1.118,45.0,26.0,28.9,1-1,12.37
Croatia,Austria,1930,1827,1.407,1.164,42.5,26.3,31.1,1-1,12.52
Croatia,Belgium,1930,1867,1.357,1.208,40.2,26.5,33.2,1-1,12.61
Croatia,Bosnia and Herzegovina,1930,1594,1.744,0.94,56.1,23.5,20.1,1-0,11.91
Croatia,Brazil,1930,1984,1.218,1.345,33.7,26.5,39.7,1-1,12.62
Croatia,Canada,1930,1784,1.464,1.119,45.0,26.0,28.9,1-1,12.37
Croatia,Cape Verde,1930,1549,1.818,0.902,58.7,22.7,18.3,1-0,11.98
Croatia,Colombia,1930,1975,1.228,1.334,34.2,26.6,39.2,1-1,12.64
Croatia,Curaçao,1930,1436,2.017,0.813,65.0,20.3,14.2,2-0,12.01
Croatia,Czech Republic,1930,1726,1.545,1.061,48.4,25.5,26.1,1-1,12.1
Croatia,DR Congo,1930,1655,1.649,0.994,52.5,24.5,22.8,1-0,11.73
Croatia,Ecuador,1930,1933,1.277,1.284,36.5,26.6,36.8,1-1,12.66
Croatia,Egypt,1930,1689,1.598,1.026,50.5,25.0,24.3,1-1,11.89
Croatia,England,1930,2020,1.179,1.391,31.8,26.4,41.7,1-1,12.55
Croatia,France,1930,2081,1.114,1.471,28.7,26.0,45.3,1-1,12.35
Croatia,Germany,1930,1923,1.289,1.272,37.0,26.6,36.3,1-1,12.66
Croatia,Ghana,1930,1503,1.896,0.864,61.3,21.8,16.5,1-0,11.99
Croatia,Haiti,1930,1532,1.846,0.888,59.7,22.4,17.6,1-0,11.99
Croatia,Iran,1930,1760,1.497,1.095,46.4,25.8,27.7,1-1,12.27
Croatia,Iraq,1930,1607,1.723,0.951,55.3,23.8,20.7,1-0,11.88
Croatia,Ivory Coast,1930,1676,1.617,1.013,51.3,24.8,23.7,1-1,11.81
Croatia,Japan,1930,1904,1.311,1.25,38.1,26.6,35.2,1-1,12.66
Croatia,Jordan,1930,1690,1.597,1.027,50.5,25.0,24.4,1-1,11.89
Croatia,Mexico,1930,1860,1.365,1.2,40.6,26.5,32.8,1-1,12.6
Croatia,Morocco,1930,1822,1.414,1.159,42.8,26.3,30.9,1-1,12.51
Croatia,Netherlands,1930,1961,1.244,1.317,34.9,26.6,38.4,1-1,12.65
Croatia,New Zealand,1930,1585,1.758,0.932,56.6,23.4,19.8,1-0,11.93
Croatia,Norway,1930,1912,1.302,1.259,37.6,26.6,35.7,1-1,12.66
Croatia,Panama,1930,1737,1.529,1.072,47.7,25.6,26.6,1-1,12.16
Croatia,Paraguay,1930,1833,1.4,1.171,42.1,26.4,31.4,1-1,12.54
Croatia,Portugal,1930,1984,1.218,1.345,33.7,26.5,39.7,1-1,12.62
Croatia,Qatar,1930,1425,2.037,0.804,65.6,20.1,13.8,2-0,12.1
Croatia,Saudi Arabia,1930,1568,1.786,0.918,57.6,23.1,19.1,1-0,11.96
Croatia,Scotland,1930,1767,1.487,1.102,46.0,25.9,28.1,1-1,12.3
Croatia,Senegal,1930,1878,1.343,1.22,39.6,26.6,33.8,1-1,12.63
Croatia,South Africa,1930,1524,1.86,0.881,60.1,22.2,17.3,1-0,12.0
Croatia,South Korea,1930,1752,1.508,1.087,46.8,25.7,27.3,1-1,12.24
Croatia,Spain,1930,2165,1.031,1.589,24.6,25.1,50.2,1-1,11.93
Croatia,Sweden,1930,1719,1.555,1.054,48.8,25.4,25.7,1-1,12.07
Croatia,Switzerland,1930,1889,1.329,1.233,38.9,26.6,34.4,1-1,12.64
Croatia,Tunisia,1930,1636,1.678,0.977,53.7,24.2,21.9,1-0,11.8
Croatia,Turkey,1930,1902,1.314,1.248,38.2,26.6,35.1,1-1,12.65
Croatia,United States,1930,1721,1.552,1.056,48.7,25.4,25.8,1-1,12.08
Croatia,Uruguay,1930,1892,1.326,1.236,38.8,26.6,34.6,1-1,12.64
Croatia,Uzbekistan,1930,1727,1.543,1.062,48.3,25.5,26.1,1-1,12.11
Curaçao,Algeria,1436,1743,0.965,1.698,21.4,24.0,54.4,0-1,11.84
Curaçao,Argentina,1436,2113,0.687,2.387,8.9,15.9,74.1,0-2,13.18
Curaçao,Australia,1436,1783,0.93,1.762,19.7,23.3,56.7,0-1,11.93
Curaçao,Austria,1436,1827,0.893,1.834,17.9,22.5,59.3,0-1,11.99
Curaçao,Belgium,1436,1867,0.861,1.903,16.4,21.7,61.5,0-1,11.99
Curaçao,Bosnia and Herzegovina,1436,1594,1.107,1.481,28.3,25.9,45.7,1-1,12.33
Curaçao,Brazil,1436,1984,0.773,2.12,12.4,19.1,67.9,0-2,12.45
Curaçao,Canada,1436,1784,0.929,1.763,19.6,23.3,56.8,0-1,11.94
Curaçao,Cape Verde,1436,1549,1.154,1.42,30.6,26.3,43.1,1-1,12.49
Curaçao,Colombia,1436,1975,0.78,2.102,12.7,19.3,67.4,0-2,12.38
Curaçao,Croatia,1436,1930,0.813,2.017,14.2,20.3,65.0,0-2,12.01
Curaçao,Czech Republic,1436,1726,0.98,1.672,22.1,24.3,53.4,0-1,11.79
Curaçao,DR Congo,1436,1655,1.047,1.566,25.3,25.3,49.2,1-1,12.02
Curaçao,Ecuador,1436,1933,0.81,2.022,14.1,20.3,65.2,0-2,12.03
Curaçao,Egypt,1436,1689,1.014,1.616,23.8,24.8,51.2,1-1,11.81
Curaçao,England,1436,2020,0.748,2.191,11.4,18.2,69.7,0-2,12.7
Curaçao,France,1436,2081,0.707,2.317,9.7,16.7,72.6,0-2,13.04
Curaçao,Germany,1436,1923,0.818,2.004,14.4,20.5,64.6,0-2,11.95
Curaçao,Ghana,1436,1503,1.204,1.362,33.0,26.5,40.4,1-1,12.6
Curaçao,Haiti,1436,1532,1.172,1.398,31.5,26.4,42.1,1-1,12.54
Curaçao,Iran,1436,1760,0.95,1.725,20.6,23.7,55.4,0-1,11.88
Curaçao,Iraq,1436,1607,1.094,1.498,27.7,25.8,46.4,1-1,12.27
Curaçao,Ivory Coast,1436,1676,1.027,1.597,24.4,25.0,50.5,1-1,11.89
Curaçao,Japan,1436,1904,0.832,1.969,15.1,20.9,63.6,0-1,11.96
Curaçao,Jordan,1436,1690,1.013,1.617,23.7,24.8,51.3,1-1,11.81
Curaçao,Mexico,1436,1860,0.867,1.891,16.7,21.9,61.1,0-1,12.0
Curaçao,Morocco,1436,1822,0.898,1.826,18.1,22.6,59.0,0-1,11.99
Curaçao,Netherlands,1436,1961,0.79,2.075,13.2,19.6,66.7,0-2,12.27
Curaçao,New Zealand,1436,1585,1.116,1.468,28.8,26.0,45.1,1-1,12.36
Curaçao,Norway,1436,1912,0.826,1.984,14.8,20.7,64.0,0-1,11.94
Curaçao,Panama,1436,1737,0.971,1.689,21.6,24.1,54.1,0-1,11.82
Curaçao,Paraguay,1436,1833,0.889,1.845,17.7,22.4,59.6,0-1,11.99
Curaçao,Portugal,1436,1984,0.773,2.12,12.4,19.1,67.9,0-2,12.45
Curaçao,Qatar,1436,1425,1.293,1.267,37.3,26.6,36.0,1-1,12.66
Curaçao,Saudi Arabia,1436,1568,1.134,1.446,29.6,26.1,44.2,1-1,12.43
Curaçao,Scotland,1436,1767,0.944,1.736,20.3,23.6,55.8,0-1,11.9
Curaçao,Senegal,1436,1878,0.852,1.923,16.0,21.5,62.1,0-1,11.99
Curaçao,South Africa,1436,1524,1.181,1.388,31.9,26.4,41.6,1-1,12.56
Curaçao,South Korea,1436,1752,0.957,1.712,21.0,23.9,54.9,0-1,11.86
Curaçao,Spain,1436,2165,0.655,2.504,7.6,14.6,76.3,0-2,13.32
Curaçao,Sweden,1436,1719,0.987,1.661,22.4,24.4,53.0,0-1,11.76
Curaçao,Switzerland,1436,1889,0.844,1.942,15.6,21.3,62.8,0-1,11.98
Curaçao,Tunisia,1436,1636,1.065,1.539,26.3,25.5,48.1,1-1,12.13
Curaçao,Turkey,1436,1902,0.834,1.966,15.1,21.0,63.5,0-1,11.96
Curaçao,United States,1436,1721,0.985,1.664,22.3,24.4,53.1,0-1,11.77
Curaçao,Uruguay,1436,1892,0.842,1.948,15.5,21.2,62.9,0-1,11.97
Curaçao,Uzbekistan,1436,1727,0.98,1.673,22.1,24.3,53.5,0-1,11.79
Czech Republic,Algeria,1726,1743,1.26,1.3,35.7,26.6,37.6,1-1,12.66
Czech Republic,Argentina,1726,2113,0.897,1.828,18.1,22.6,59.0,0-1,11.99
Czech Republic,Australia,1726,1783,1.215,1.349,33.5,26.5,39.8,1-1,12.62
Czech Republic,Austria,1726,1827,1.167,1.405,31.2,26.3,42.4,1-1,12.52
Czech Republic,Belgium,1726,1867,1.124,1.458,29.2,26.1,44.7,1-1,12.39
Czech Republic,Bosnia and Herzegovina,1726,1594,1.446,1.134,44.2,26.1,29.6,1-1,12.43
Czech Republic,Brazil,1726,1984,1.01,1.623,23.5,24.8,51.5,1-1,11.78
Czech Republic,Canada,1726,1784,1.214,1.35,33.5,26.5,39.9,1-1,12.62
Czech Republic,Cape Verde,1726,1549,1.507,1.088,46.8,25.7,27.4,1-1,12.24
Czech Republic,Colombia,1726,1975,1.018,1.61,23.9,24.9,51.0,1-1,11.84
Czech Republic,Croatia,1726,1930,1.061,1.545,26.1,25.5,48.4,1-1,12.1
Czech Republic,Curaçao,1726,1436,1.672,0.98,53.4,24.3,22.1,1-0,11.79
Czech Republic,DR Congo,1726,1655,1.367,1.199,40.6,26.5,32.8,1-1,12.6
Czech Republic,Ecuador,1726,1933,1.058,1.549,25.9,25.4,48.5,1-1,12.09
Czech Republic,Egypt,1726,1689,1.325,1.237,38.7,26.6,34.6,1-1,12.65
Czech Republic,England,1726,2020,0.977,1.678,21.9,24.2,53.7,0-1,11.8
Czech Republic,France,1726,2081,0.924,1.775,19.4,23.2,57.2,0-1,11.95
Czech Republic,Germany,1726,1923,1.068,1.535,26.4,25.5,48.0,1-1,12.14
Czech Republic,Ghana,1726,1503,1.572,1.043,49.5,25.2,25.2,1-1,12.0
Czech Republic,Haiti,1726,1532,1.53,1.071,47.8,25.6,26.5,1-1,12.16
Czech Republic,Iran,1726,1760,1.241,1.321,34.8,26.6,38.5,1-1,12.65
Czech Republic,Iraq,1726,1607,1.428,1.147,43.4,26.2,30.3,1-1,12.47
Czech Republic,Ivory Coast,1726,1676,1.341,1.223,39.4,26.6,33.9,1-1,12.63
Czech Republic,Japan,1726,1904,1.087,1.508,27.3,25.7,46.8,1-1,12.24
Czech Republic,Jordan,1726,1690,1.323,1.239,38.7,26.6,34.7,1-1,12.65
Czech Republic,Mexico,1726,1860,1.132,1.448,29.5,26.1,44.3,1-1,12.42
Czech Republic,Morocco,1726,1822,1.172,1.398,31.5,26.4,42.1,1-1,12.54
Czech Republic,Netherlands,1726,1961,1.031,1.589,24.6,25.1,50.2,1-1,11.93
Czech Republic,New Zealand,1726,1585,1.458,1.124,44.7,26.1,29.2,1-1,12.39
Czech Republic,Norway,1726,1912,1.079,1.519,26.9,25.6,47.3,1-1,12.2
Czech Republic,Panama,1726,1737,1.267,1.293,36.0,26.6,37.3,1-1,12.66
Czech Republic,Paraguay,1726,1833,1.16,1.413,30.9,26.3,42.7,1-1,12.51
Czech Republic,Portugal,1726,1984,1.01,1.623,23.5,24.8,51.5,1-1,11.78
Czech Republic,Qatar,1726,1425,1.689,0.971,54.1,24.1,21.6,1-0,11.82
Czech Republic,Saudi Arabia,1726,1568,1.481,1.107,45.7,25.9,28.3,1-1,12.33
Czech Republic,Scotland,1726,1767,1.233,1.329,34.4,26.6,38.9,1-1,12.64
Czech Republic,Senegal,1726,1878,1.113,1.472,28.6,26.0,45.3,1-1,12.35
Czech Republic,South Africa,1726,1524,1.542,1.063,48.2,25.5,26.2,1-1,12.11
Czech Republic,South Korea,1726,1752,1.25,1.311,35.2,26.6,38.1,1-1,12.66
Czech Republic,Spain,1726,2165,0.855,1.917,16.1,21.5,62.0,0-1,11.99
Czech Republic,Sweden,1726,1719,1.289,1.272,37.0,26.6,36.3,1-1,12.66
Czech Republic,Switzerland,1726,1889,1.102,1.487,28.1,25.9,46.0,1-1,12.3
Czech Republic,Tunisia,1726,1636,1.391,1.179,41.7,26.4,31.8,1-1,12.55
Czech Republic,Turkey,1726,1902,1.089,1.505,27.4,25.7,46.7,1-1,12.25
Czech Republic,United States,1726,1721,1.286,1.274,36.9,26.6,36.4,1-1,12.66
Czech Republic,Uruguay,1726,1892,1.099,1.491,27.9,25.8,46.1,1-1,12.29
Czech Republic,Uzbekistan,1726,1727,1.279,1.281,36.6,26.6,36.7,1-1,12.66
DR Congo,Algeria,1655,1743,1.181,1.388,31.9,26.4,41.6,1-1,12.56
DR Congo,Argentina,1655,2113,0.84,1.951,15.4,21.1,63.0,0-1,11.97
DR Congo,Australia,1655,1783,1.138,1.44,29.8,26.2,43.9,1-1,12.44
DR Congo,Austria,1655,1827,1.093,1.5,27.6,25.8,46.5,1-1,12.26
DR Congo,Belgium,1655,1867,1.053,1.556,25.7,25.4,48.8,1-1,12.06
DR Congo,Bosnia and Herzegovina,1655,1594,1.354,1.21,40.1,26.5,33.3,1-1,12.61
DR Congo,Brazil,1655,1984,0.946,1.733,20.4,23.7,55.7,0-1,11.9
